input,the_rank,recommendation,type1,type2,abilities,generation,learn_more
Taillow,8,Pikipek,normal,flying,"Keen Eye, Skill Link, Pickup",7,https://pokemondb.net/pokedex/Pikipek
Taillow,9,Cutiefly,bug,fairy,"Honey Gather, Shield Dust, Sweet Veil",7,https://pokemondb.net/pokedex/Cutiefly
Taillow,10,Wimpod,bug,water,Wimp Out,7,https://pokemondb.net/pokedex/Wimpod
Talonflame,1,Hawlucha,fighting,flying,"Limber, Unburden, Mold Breaker",6,https://pokemondb.net/pokedex/Hawlucha
Talonflame,2,Crobat,poison,flying,"Inner Focus, Infiltrator",2,https://pokemondb.net/pokedex/Crobat
Talonflame,3,Froslass,ice,ghost,"Snow Cloak, Cursed Body",4,https://pokemondb.net/pokedex/Froslass
Talonflame,4,Purugly,normal,,"Thick Fat, Own Tempo, Defiant",4,https://pokemondb.net/pokedex/Purugly
Talonflame,5,Zebstrika,electric,,"Lightningrod, Motor Drive, Sap Sipper",5,https://pokemondb.net/pokedex/Zebstrika
Talonflame,6,Cinccino,normal,,"Cute Charm, Technician, Skill Link",5,https://pokemondb.net/pokedex/Cinccino
Talonflame,7,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Talonflame,8,Noivern,flying,dragon,"Frisk, Infiltrator, Telepathy",6,https://pokemondb.net/pokedex/Noivern
Talonflame,9,Persian,normal,dark,"Limber, Technician, Unnerve, Fur Coat, Technician, Rattled",1,https://pokemondb.net/pokedex/Persian
Talonflame,10,Whimsicott,grass,fairy,"Prankster, Infiltrator, Chlorophyll",5,https://pokemondb.net/pokedex/Whimsicott
Tangela,1,Weezing,poison,,Levitate,1,https://pokemondb.net/pokedex/Weezing
Tangela,2,Quilladin,grass,,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Quilladin
Tangela,3,Hakamo-o,dragon,fighting,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Hakamo-o
Tangela,4,Shelgon,dragon,,"Rock Head, Overcoat",3,https://pokemondb.net/pokedex/Shelgon
Tangela,5,Tangrowth,grass,,"Chlorophyll, Leaf Guard, Regenerator",4,https://pokemondb.net/pokedex/Tangrowth
Tangela,6,Croconaw,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Croconaw
Tangela,7,Huntail,water,,"Swift Swim, Water Veil",3,https://pokemondb.net/pokedex/Huntail
Tangela,8,Dartrix,grass,flying,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Dartrix
Tangela,9,Forretress,bug,steel,"Sturdy, Overcoat",2,https://pokemondb.net/pokedex/Forretress
Tangela,10,Tirtouga,water,rock,"Solid Rock, Sturdy, Swift Swim",5,https://pokemondb.net/pokedex/Tirtouga
Tangrowth,1,Carracosta,water,rock,"Solid Rock, Sturdy, Swift Swim",5,https://pokemondb.net/pokedex/Carracosta
Tangrowth,2,Chesnaught,grass,fighting,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Chesnaught
Tangrowth,3,Hippowdon,ground,,"Sand Stream, Sand Force",4,https://pokemondb.net/pokedex/Hippowdon
Tangrowth,4,Donphan,ground,,"Sturdy, Sand Veil",2,https://pokemondb.net/pokedex/Donphan
Tangrowth,5,Weezing,poison,,Levitate,1,https://pokemondb.net/pokedex/Weezing
Tangrowth,6,Tyrantrum,rock,dragon,"Strong Jaw, Rock Head",6,https://pokemondb.net/pokedex/Tyrantrum
Tangrowth,7,Torterra,grass,ground,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Torterra
Tangrowth,8,Gourgeist,ghost,grass,"Pickup, Frisk, Insomnia",6,https://pokemondb.net/pokedex/Gourgeist
Tangrowth,9,Eelektross,electric,,Levitate,5,https://pokemondb.net/pokedex/Eelektross
Tangrowth,10,Forretress,bug,steel,"Sturdy, Overcoat",2,https://pokemondb.net/pokedex/Forretress
Tapu Bulu,1,Feraligatr,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Feraligatr
Tapu Bulu,2,Scizor,bug,steel,"Swarm, Technician, Light Metal",2,https://pokemondb.net/pokedex/Scizor
Tapu Bulu,3,Tsareena,grass,,"Leaf Guard, Queenly Majesty, Sweet Veil",7,https://pokemondb.net/pokedex/Tsareena
Tapu Bulu,4,Klinklang,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klinklang
Tapu Bulu,5,Kabutops,rock,water,"Swift Swim, Battle Armor, Weak Armor",1,https://pokemondb.net/pokedex/Kabutops
Tapu Bulu,6,Barbaracle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Barbaracle
Tapu Bulu,7,Bisharp,dark,steel,"Defiant, Inner Focus, Pressure",5,https://pokemondb.net/pokedex/Bisharp
Tapu Bulu,8,Dhelmise,ghost,grass,Steelworker,7,https://pokemondb.net/pokedex/Dhelmise
Tapu Bulu,9,Chesnaught,grass,fighting,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Chesnaught
Tapu Bulu,10,Armaldo,rock,bug,"Battle Armor, Swift Swim",3,https://pokemondb.net/pokedex/Armaldo
Tapu Fini,1,Uxie,psychic,,Levitate,4,https://pokemondb.net/pokedex/Uxie
Tapu Fini,2,Claydol,ground,psychic,Levitate,3,https://pokemondb.net/pokedex/Claydol
Tapu Fini,3,Rotom,electric,ghost,Levitate,4,https://pokemondb.net/pokedex/Rotom
Tapu Fini,4,Suicune,water,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Suicune
Tapu Fini,5,Meganium,grass,,"Overgrow, Leaf Guard",2,https://pokemondb.net/pokedex/Meganium
Tapu Fini,6,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Tapu Fini,7,Togekiss,fairy,flying,"Hustle, Serene Grace, Super Luck",4,https://pokemondb.net/pokedex/Togekiss
Tapu Fini,8,Milotic,water,,"Marvel Scale, Competitive, Cute Charm",3,https://pokemondb.net/pokedex/Milotic
Tapu Fini,9,Comfey,fairy,,"Flower Veil, Triage, Natural Cure",7,https://pokemondb.net/pokedex/Comfey
Tapu Fini,10,Umbreon,dark,,"Synchronize, Inner Focus",2,https://pokemondb.net/pokedex/Umbreon
Tapu Koko,1,Infernape,fire,fighting,"Blaze, Iron Fist",4,https://pokemondb.net/pokedex/Infernape
Tapu Koko,2,Zebstrika,electric,,"Lightningrod, Motor Drive, Sap Sipper",5,https://pokemondb.net/pokedex/Zebstrika
Tapu Koko,3,Minior,rock,flying,Shields Down,7,https://pokemondb.net/pokedex/Minior
Tapu Koko,4,Rapidash,fire,,"Run Away, Flash Fire, Flame Body",1,https://pokemondb.net/pokedex/Rapidash
Tapu Koko,5,Hawlucha,fighting,flying,"Limber, Unburden, Mold Breaker",6,https://pokemondb.net/pokedex/Hawlucha
Tapu Koko,6,Crobat,poison,flying,"Inner Focus, Infiltrator",2,https://pokemondb.net/pokedex/Crobat
Tapu Koko,7,Flygon,ground,dragon,Levitate,3,https://pokemondb.net/pokedex/Flygon
Tapu Koko,8,Medicham,fighting,psychic,"Pure Power, Telepathy",3,https://pokemondb.net/pokedex/Medicham
Tapu Koko,9,Mienshao,fighting,,"Inner Focus, Regenerator, Reckless",5,https://pokemondb.net/pokedex/Mienshao
Tapu Koko,10,Talonflame,fire,flying,"Flame Body, Gale Wings",6,https://pokemondb.net/pokedex/Talonflame
Tapu Lele,1,Floette,fairy,,"Flower Veil, Symbiosis",6,https://pokemondb.net/pokedex/Floette
Tapu Lele,2,Magmortar,fire,,"Flame Body, Vital Spirit",4,https://pokemondb.net/pokedex/Magmortar
Tapu Lele,3,Volcarona,bug,fire,"Flame Body, Swarm",5,https://pokemondb.net/pokedex/Volcarona
Tapu Lele,4,Charizard,fire,flying,"Blaze, Solar Power",1,https://pokemondb.net/pokedex/Charizard
Tapu Lele,5,Vanilluxe,ice,,"Ice Body, Snow Warning, Weak Armor",5,https://pokemondb.net/pokedex/Vanilluxe
Tapu Lele,6,Raikou,electric,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Raikou
Tapu Lele,7,Zapdos,electric,flying,"Pressure, Static",1,https://pokemondb.net/pokedex/Zapdos
Tapu Lele,8,Houndoom,dark,fire,"Early Bird, Flash Fire, Unnerve",2,https://pokemondb.net/pokedex/Houndoom
Tapu Lele,9,Gardevoir,psychic,fairy,"Synchronize, Trace, Telepathy",3,https://pokemondb.net/pokedex/Gardevoir
Tapu Lele,10,Keldeo,water,fighting,Justified,5,https://pokemondb.net/pokedex/Keldeo
Tauros,1,Scolipede,bug,poison,"Poison Point, Swarm, Speed Boost",5,https://pokemondb.net/pokedex/Scolipede
Tauros,2,Scyther,bug,flying,"Swarm, Technician, Steadfast",1,https://pokemondb.net/pokedex/Scyther
Tauros,3,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Tauros,4,Sawsbuck,normal,grass,"Chlorophyll, Sap Sipper, Serene Grace",5,https://pokemondb.net/pokedex/Sawsbuck
Tauros,5,Togedemaru,electric,steel,"Iron Barbs, Lightningrod, Sturdy",7,https://pokemondb.net/pokedex/Togedemaru
Tauros,6,Qwilfish,water,poison,"Poison Point, Swift Swim, Intimidate",2,https://pokemondb.net/pokedex/Qwilfish
Tauros,7,Staraptor,normal,flying,"Intimidate, Reckless",4,https://pokemondb.net/pokedex/Staraptor
Tauros,8,Dodrio,normal,flying,"Run Away, Early Bird, Tangled Feet",1,https://pokemondb.net/pokedex/Dodrio
Tauros,9,Leavanny,bug,grass,"Swarm, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Leavanny
Tauros,10,Vigoroth,normal,,Vital Spirit,3,https://pokemondb.net/pokedex/Vigoroth
Teddiursa,1,Mudkip,water,,"Torrent, Damp",3,https://pokemondb.net/pokedex/Mudkip
Teddiursa,2,Pancham,fighting,,"Iron Fist, Mold Breaker, Scrappy",6,https://pokemondb.net/pokedex/Pancham
Teddiursa,3,Gible,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gible
Teddiursa,4,Golett,ground,ghost,"Iron Fist, Klutz, No Guard",5,https://pokemondb.net/pokedex/Golett
Teddiursa,5,Stufful,normal,fighting,"Fluffy, Klutz, Cute Charm",7,https://pokemondb.net/pokedex/Stufful
Teddiursa,6,Deino,dark,dragon,Hustle,5,https://pokemondb.net/pokedex/Deino
Teddiursa,7,Snubbull,fairy,,"Intimidate, Run Away, Rattled",2,https://pokemondb.net/pokedex/Snubbull
Teddiursa,8,Larvitar,rock,ground,"Guts, Sand Veil",2,https://pokemondb.net/pokedex/Larvitar
Teddiursa,9,Tepig,fire,,"Blaze, Thick Fat",5,https://pokemondb.net/pokedex/Tepig
Teddiursa,10,Cubchoo,ice,,"Snow Cloak, Slush Rush, Rattled",5,https://pokemondb.net/pokedex/Cubchoo
Tentacool,1,Ledyba,bug,flying,"Swarm, Early Bird, Rattled",2,https://pokemondb.net/pokedex/Ledyba
Tentacool,2,Budew,grass,poison,"Natural Cure, Poison Point, Leaf Guard",4,https://pokemondb.net/pokedex/Budew
Tentacool,3,Mime Jr.,psychic,fairy,"Soundproof, Filter, Technician",4,https://pokemondb.net/pokedex/Mime Jr.
Tentacool,4,Vulpix,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Vulpix
Tentacool,5,Flabébé,fairy,,"Flower Veil, Symbiosis",6,https://pokemondb.net/pokedex/Flabébé
Tentacool,6,Spoink,psychic,,"Thick Fat, Own Tempo, Gluttony",3,https://pokemondb.net/pokedex/Spoink
Tentacool,7,Drowzee,psychic,,"Insomnia, Forewarn, Inner Focus",1,https://pokemondb.net/pokedex/Drowzee
Tentacool,8,Baltoy,ground,psychic,Levitate,3,https://pokemondb.net/pokedex/Baltoy
Tentacool,9,Goomy,dragon,,"Sap Sipper, Hydration, Gooey",6,https://pokemondb.net/pokedex/Goomy
Tentacool,10,Swablu,normal,flying,"Natural Cure, Cloud Nine",3,https://pokemondb.net/pokedex/Swablu
Tentacruel,1,Ninetales,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Ninetales
Tentacruel,2,Cryogonal,ice,,Levitate,5,https://pokemondb.net/pokedex/Cryogonal
Tentacruel,3,Furfrou,normal,,Fur Coat,6,https://pokemondb.net/pokedex/Furfrou
Tentacruel,4,Mismagius,ghost,,Levitate,4,https://pokemondb.net/pokedex/Mismagius
Tentacruel,5,Delphox,fire,psychic,"Blaze, Magician",6,https://pokemondb.net/pokedex/Delphox
Tentacruel,6,Jumpluff,grass,flying,"Chlorophyll, Leaf Guard, Infiltrator",2,https://pokemondb.net/pokedex/Jumpluff
Tentacruel,7,Lumineon,water,,"Swift Swim, Storm Drain, Water Veil",4,https://pokemondb.net/pokedex/Lumineon
Tentacruel,8,Serperior,grass,,"Overgrow, Contrary",5,https://pokemondb.net/pokedex/Serperior
Tentacruel,9,Electabuzz,electric,,"Static, Vital Spirit",1,https://pokemondb.net/pokedex/Electabuzz
Tentacruel,10,Misdreavus,ghost,,Levitate,2,https://pokemondb.net/pokedex/Misdreavus
Tepig,1,Gible,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gible
Tepig,2,Rowlet,grass,flying,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Rowlet
Tepig,3,Stufful,normal,fighting,"Fluffy, Klutz, Cute Charm",7,https://pokemondb.net/pokedex/Stufful
Tepig,4,Venonat,bug,poison,"Compoundeyes, Tinted Lens, Run Away",1,https://pokemondb.net/pokedex/Venonat
Tepig,5,Deino,dark,dragon,Hustle,5,https://pokemondb.net/pokedex/Deino
Tepig,6,Larvitar,rock,ground,"Guts, Sand Veil",2,https://pokemondb.net/pokedex/Larvitar
Tepig,7,Inkay,dark,psychic,"Contrary, Suction Cups, Infiltrator",6,https://pokemondb.net/pokedex/Inkay
Tepig,8,Teddiursa,normal,,"Pickup, Quick Feet, Honey Gather",2,https://pokemondb.net/pokedex/Teddiursa
Tepig,9,Golett,ground,ghost,"Iron Fist, Klutz, No Guard",5,https://pokemondb.net/pokedex/Golett
Tepig,10,Mudkip,water,,"Torrent, Damp",3,https://pokemondb.net/pokedex/Mudkip
Terrakion,1,Kangaskhan,normal,,"Early Bird, Scrappy, Inner Focus",1,https://pokemondb.net/pokedex/Kangaskhan
Terrakion,2,Meloetta,normal,psychic,Serene Grace,5,https://pokemondb.net/pokedex/Meloetta
Terrakion,3,Arcanine,fire,,"Intimidate, Flash Fire, Justified",1,https://pokemondb.net/pokedex/Arcanine
Terrakion,4,Electivire,electric,,"Motor Drive, Vital Spirit",4,https://pokemondb.net/pokedex/Electivire
Terrakion,5,Entei,fire,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Entei
Terrakion,6,Landorus,ground,flying,"Sand Force, Sheer Force, Intimidate",5,https://pokemondb.net/pokedex/Landorus
Terrakion,7,Dragonite,dragon,flying,"Inner Focus, Multiscale",1,https://pokemondb.net/pokedex/Dragonite
Terrakion,8,Silvally,normal,,RKS System,7,https://pokemondb.net/pokedex/Silvally
Terrakion,9,Jirachi,steel,psychic,Serene Grace,3,https://pokemondb.net/pokedex/Jirachi
Terrakion,10,Victini,psychic,fire,Victory Star,5,https://pokemondb.net/pokedex/Victini
Throh,1,Muk,poison,poison,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",1,https://pokemondb.net/pokedex/Muk
Throh,2,Hariyama,fighting,,"Thick Fat, Guts, Sheer Force",3,https://pokemondb.net/pokedex/Hariyama
Throh,3,Lickilicky,normal,,"Own Tempo, Oblivious, Cloud Nine",4,https://pokemondb.net/pokedex/Lickilicky
Throh,4,Swalot,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Swalot
Throh,5,Whiscash,water,ground,"Oblivious, Anticipation, Hydration",3,https://pokemondb.net/pokedex/Whiscash
Throh,6,Tropius,grass,flying,"Chlorophyll, Solar Power, Harvest",3,https://pokemondb.net/pokedex/Tropius
Throh,7,Dunsparce,normal,,"Serene Grace, Run Away, Rattled",2,https://pokemondb.net/pokedex/Dunsparce
Throh,8,Lapras,water,ice,"Water Absorb, Shell Armor, Hydration",1,https://pokemondb.net/pokedex/Lapras
Throh,9,Amoonguss,grass,poison,"Effect Spore, Regenerator",5,https://pokemondb.net/pokedex/Amoonguss
Throh,10,Azumarill,water,fairy,"Thick Fat, Huge Power, Sap Sipper",2,https://pokemondb.net/pokedex/Azumarill
Thundurus,1,Glalie,ice,,"Inner Focus, Ice Body, Moody",3,https://pokemondb.net/pokedex/Glalie
Thundurus,2,Porygon-Z,normal,,"Adaptability, Download, Analytic",4,https://pokemondb.net/pokedex/Porygon-Z
Thundurus,3,Houndoom,dark,fire,"Early Bird, Flash Fire, Unnerve",2,https://pokemondb.net/pokedex/Houndoom
Thundurus,4,Zapdos,electric,flying,"Pressure, Static",1,https://pokemondb.net/pokedex/Zapdos
Thundurus,5,Azelf,psychic,,Levitate,4,https://pokemondb.net/pokedex/Azelf
Thundurus,6,Moltres,fire,flying,"Pressure, Flame Body",1,https://pokemondb.net/pokedex/Moltres
Thundurus,7,Hydreigon,dark,dragon,Levitate,5,https://pokemondb.net/pokedex/Hydreigon
Thundurus,8,Magmortar,fire,,"Flame Body, Vital Spirit",4,https://pokemondb.net/pokedex/Magmortar
Thundurus,9,Pidgeot,normal,flying,"Keen Eye, Tangled Feet, Big Pecks",1,https://pokemondb.net/pokedex/Pidgeot
Thundurus,10,Xurkitree,electric,,Beast Boost,7,https://pokemondb.net/pokedex/Xurkitree
Timburr,1,Machop,fighting,,"Guts, No Guard, Steadfast",1,https://pokemondb.net/pokedex/Machop
Timburr,2,Snubbull,fairy,,"Intimidate, Run Away, Rattled",2,https://pokemondb.net/pokedex/Snubbull
Timburr,3,Grimer,poison,poison,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",1,https://pokemondb.net/pokedex/Grimer
Timburr,4,Darumaka,fire,,"Hustle, Inner Focus",5,https://pokemondb.net/pokedex/Darumaka
Timburr,5,Golett,ground,ghost,"Iron Fist, Klutz, No Guard",5,https://pokemondb.net/pokedex/Golett
Timburr,6,Slakoth,normal,,Truant,3,https://pokemondb.net/pokedex/Slakoth
Timburr,7,Pancham,fighting,,"Iron Fist, Mold Breaker, Scrappy",6,https://pokemondb.net/pokedex/Pancham
Timburr,8,Hippopotas,ground,,"Sand Stream, Sand Force",4,https://pokemondb.net/pokedex/Hippopotas
Timburr,9,Phanpy,ground,,"Pickup, Sand Veil",2,https://pokemondb.net/pokedex/Phanpy
Timburr,10,Gible,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gible
Tirtouga,1,Graveler,rock,ground,"Rock Head, Sturdy, Sand Veil, Magnet Pull, Sturdy, Galvanize",1,https://pokemondb.net/pokedex/Graveler
Tirtouga,2,Boldore,rock,,"Sturdy, Weak Armor, Sand Force",5,https://pokemondb.net/pokedex/Boldore
Tirtouga,3,Shelgon,dragon,,"Rock Head, Overcoat",3,https://pokemondb.net/pokedex/Shelgon
Tirtouga,4,Charjabug,bug,electric,Battery,7,https://pokemondb.net/pokedex/Charjabug
Tirtouga,5,Quilladin,grass,,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Quilladin
Tirtouga,6,Grotle,grass,,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Grotle
Tirtouga,7,Rhyhorn,ground,rock,"Lightningrod, Rock Head, Reckless",1,https://pokemondb.net/pokedex/Rhyhorn
Tirtouga,8,Lairon,steel,rock,"Sturdy, Rock Head, Heavy Metal",3,https://pokemondb.net/pokedex/Lairon
Tirtouga,9,Sudowoodo,rock,,"Sturdy, Rock Head, Rattled",2,https://pokemondb.net/pokedex/Sudowoodo
Tirtouga,10,Marowak,ground,fire,"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head",1,https://pokemondb.net/pokedex/Marowak
Togedemaru,1,Primeape,fighting,,"Vital Spirit, Anger Point, Defiant",1,https://pokemondb.net/pokedex/Primeape
Togedemaru,2,Sneasel,dark,ice,"Inner Focus, Keen Eye, Pickpocket",2,https://pokemondb.net/pokedex/Sneasel
Togedemaru,3,Fearow,normal,flying,"Keen Eye, Sniper",1,https://pokemondb.net/pokedex/Fearow
Togedemaru,4,Sawsbuck,normal,grass,"Chlorophyll, Sap Sipper, Serene Grace",5,https://pokemondb.net/pokedex/Sawsbuck
Togedemaru,5,Gabite,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gabite
Togedemaru,6,Scyther,bug,flying,"Swarm, Technician, Steadfast",1,https://pokemondb.net/pokedex/Scyther
Togedemaru,7,Bruxish,water,psychic,"Dazzling, Strong Jaw, Wonder Skin ",7,https://pokemondb.net/pokedex/Bruxish
Togedemaru,8,Zangoose,normal,,"Immunity, Toxic Boost",3,https://pokemondb.net/pokedex/Zangoose
Togedemaru,9,Arbok,poison,,"Intimidate, Shed Skin, Unnerve",1,https://pokemondb.net/pokedex/Arbok
Togedemaru,10,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Togekiss,1,Milotic,water,,"Marvel Scale, Competitive, Cute Charm",3,https://pokemondb.net/pokedex/Milotic
Togekiss,2,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Togekiss,3,Primarina,water,fairy,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Primarina
Togekiss,4,Oranguru,normal,psychic,"Inner Focus, Telepathy, Symbiosis",7,https://pokemondb.net/pokedex/Oranguru
Togekiss,5,Glaceon,ice,,"Snow Cloak, Ice Body",4,https://pokemondb.net/pokedex/Glaceon
Togekiss,6,Grumpig,psychic,,"Thick Fat, Own Tempo, Gluttony",3,https://pokemondb.net/pokedex/Grumpig
Togekiss,7,Chimecho,psychic,,Levitate,3,https://pokemondb.net/pokedex/Chimecho
Togekiss,8,Porygon2,normal,,"Trace, Download, Analytic",2,https://pokemondb.net/pokedex/Porygon2
Togekiss,9,Empoleon,water,steel,"Torrent, Defiant",4,https://pokemondb.net/pokedex/Empoleon
Togekiss,10,Sylveon,fairy,,"Cute Charm, Pixilate",6,https://pokemondb.net/pokedex/Sylveon
Togepi,1,Dewpider,water,bug,"Water Bubble, Water Absorb",7,https://pokemondb.net/pokedex/Dewpider
Togepi,2,Yamask,ghost,,Mummy,5,https://pokemondb.net/pokedex/Yamask
Togepi,3,Morelull,grass,fairy,"Illuminate, Effect Spore, Rain Dish",7,https://pokemondb.net/pokedex/Morelull
Togepi,4,Shelmet,bug,,"Hydration, Shell Armor, Overcoat",5,https://pokemondb.net/pokedex/Shelmet
Togepi,5,Litwick,ghost,fire,"Flash Fire, Flame Body, Infiltrator",5,https://pokemondb.net/pokedex/Litwick
Togepi,6,Klink,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klink
Togepi,7,Gothita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothita
Togepi,8,Burmy,bug,,"Shed Skin, Overcoat",4,https://pokemondb.net/pokedex/Burmy
Togepi,9,Shroomish,grass,,"Effect Spore, Poison Heal, Quick Feet",3,https://pokemondb.net/pokedex/Shroomish
Togepi,10,Squirtle,water,,"Torrent, Rain Dish",1,https://pokemondb.net/pokedex/Squirtle
Togetic,1,Shiinotic,grass,fairy,"Illuminate, Effect Spore, Rain Dish",7,https://pokemondb.net/pokedex/Shiinotic
Togetic,2,Corsola,water,rock,"Hustle, Natural Cure, Regenerator",2,https://pokemondb.net/pokedex/Corsola
Togetic,3,Gothorita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothorita
Togetic,4,Wormadam,bug,grass,"Anticipation, Overcoat",4,https://pokemondb.net/pokedex/Wormadam
Togetic,5,Lileep,rock,grass,"Suction Cups, Storm Drain",3,https://pokemondb.net/pokedex/Lileep
Togetic,6,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Togetic,7,Chimecho,psychic,,Levitate,3,https://pokemondb.net/pokedex/Chimecho
Togetic,8,Porygon,normal,,"Trace, Download, Analytic",1,https://pokemondb.net/pokedex/Porygon
Togetic,9,Wartortle,water,,"Torrent, Rain Dish",1,https://pokemondb.net/pokedex/Wartortle
Togetic,10,Gloom,grass,poison,"Chlorophyll, Stench",1,https://pokemondb.net/pokedex/Gloom
Torchic,1,Unown,psychic,,Levitate,2,https://pokemondb.net/pokedex/Unown
Torchic,2,Croagunk,poison,fighting,"Anticipation, Dry Skin, Poison Touch",4,https://pokemondb.net/pokedex/Croagunk
Torchic,3,Oshawott,water,,"Torrent, Shell Armor",5,https://pokemondb.net/pokedex/Oshawott
